"chr1"	"gene1"	"pos1"	"strand1"	"chr2"	"gene2"	"pos2"	"strand2"	"fusion_type"	"num"	"score"	"gap"	"don_dist"	"acc_dist"	"mapq"	"badfj3"	"jct_ind"	"genome"	"genome.anomaly"	"genome.pval"	"reg"	"reg.anomaly"	"reg.pval"	"junc"	"junc.anom"	"junc.pval"	"FarJunc"	"FarJunc.anom"	"FarJunc.pval"	"unaligned"	"NoPartner"	"NetPValue"	"X_1NoIndels.Indels"	"X_2NoIndels.Indels"	"BadFJ.1"	"BadFJv2.1"	"ExonL"	"ExonR"	"numReads.x"	"logsum_2.x"	"productPhat_lower.x"	"productPhat.x"	"junction_cdf.x"	"junction_cdf_lower.x"	"numReads.y"	"logsum_2.y"	"productPhat_lower.y"	"productPhat.y"	"junction_cdf.y"	"junction_cdf_lower.y"	"junction_cdf_windel_diff"	"emp_p"
"chr1"	"ITGA10"	145532622	"+"	"chr1"	"ITGA10"	145533038	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	4	0	"-10"	0	-17	0	"True"	24565	5	0	"0.136226817692"	6	0	"0.891404757441"	0	0	"-"	0	0	"-"	0	1	0.471948925032	"6:0"	"6:0"	0	0	28	28	"6"	"-4.6613422454244"	"0.00945376460954946"	"0.072070303440238"	"0.216"	"0.156"	6	-4.6613422454244	0.00945376460954946	0.072070303440238	0.221	0.134	0	0.0284301606922126
"chr17"	"ENDOV"	78389017	"+"	"chr17"	"MIR4730"	78393849	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-30"	-33	631	0	"False"	16399	4	0	"0.556574217341"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.556574217341	"1:0"	"3:0"	0	0	0	0	"2"	"-0.0583536337279801"	"0.943316299985951"	"0.997921509900993"	"0.563"	"0.242"	2	-0.0583536337279801	0.943316299985951	0.997921509900993	0.58	0.228	0	0.00370828182941904
"chr15"	"ZNF592"	85345353	"+"	"chr15"	"ALPK3"	85360793	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-24"	2145	882	0	"False"	11814	12	2	"0.124136655657"	3	0	"0.833059017852"	0	0	"-"	0	0	"-"	0	0	0.238927581393	"11:0"	"6:0"	0	0	37	51	"10"	"-5.39039542445108"	"0.00456016977654216"	"0.0630825911150101"	"0.354"	"0.228"	10	-5.39039542445108	0.00456016977654216	0.0630825911150101	0.348	0.204	0	0.0185414091470952
"chr11"	"RNF169"	74488126	"+"	"chr11"	"RNF169"	74500671	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	3	0	"-30"	-12618	0	0	"False"	3244	6	0	"0.0323777457653"	3	0	"0.47924566956"	0	0	"-"	0	0	"-"	0	0	0.058682217703	"4:0"	"5:0"	0	0	14	14	"5"	"-2.86841377201119"	"0.0567889353724839"	"0.301642600990504"	"0.267"	"0.18"	5	-2.86841377201119	0.0567889353724839	0.301642600990504	0.258	0.179	0	0.0234857849196539
"chr12"	"CLSTN3"	7294045	"+"	"chr12"	"CLSTN3"	7294687	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	20	0.00146627565982	"-9"	45	5	0	"False"	6045	47	0	"0.99998696509"	9	0	"0.993144459881"	0	0	"-"	0	0	"-"	1	1	0.999999139368	"33:0"	"25:0"	0	0	615	615	"29"	"-11.9004497118551"	"6.7873517683818e-06"	"0.00656570291502846"	"0.697881947073535"	"0.342904493027415"	29	-11.9004497118551	6.7873517683818e-06	0.00656570291502846	0.697881947073535	0.342904493027415	0	0.00370828182941904
"chr18"	"TYMS"	658134	"+"	"chr18"	"TYMS"	662144	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	6	0	"-34"	187	-2	0	"False"	18880	24	0	"0.60641418098"	0	0	"-"	0	0	"-"	0	6	"-"	1	0	0.60641418098	"21:0"	"14:0"	0	0	62	62	"20"	"-5.80897608710866"	"0.00300050075140345"	"0.0718410416514359"	"0.713986545454145"	"0.52062292067779"	20	-5.80897608710866	0.00300050075140345	0.0718410416514359	0.713986545454145	0.52062292067779	0	0.00370828182941904
"chr6"	"TBP"	170863761	"+"	"chr6"	"TBP"	170865966	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-31"	210	-4	0	"False"	46933	6	1	"0.158697472733"	0	0	"-"	0	0	"-"	0	0	"-"	1	0	0.158697472733	"5:0"	"4:0"	0	0	54	54	"4"	"-2.06336005599529"	"0.127026436090152"	"0.312531177057155"	"0.222"	"0.174"	4	-2.06336005599529	0.127026436090152	0.312531177057155	0.216	0.172	0	0.0284301606922126
"chr9"	"NANS"	100823269	"+"	"chr9"	"NANS"	100823395	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0.00993377483444	"-10"	-10	331	0	"False"	53382	12	0	"0.98841230039"	2	0	"0.361728992262"	0	0	"-"	0	0	"-"	2	0	0.990812879004	"9:0"	"8:0"	0	0	21	21	"8"	"-0.115147415241479"	"0.891234752636257"	"0.988846605519287"	"0.884"	"0.63"	8	-0.115147415241479	0.891234752636257	0.988846605519287	0.869	0.604	0	0
"chrX"	"BCORL1"	129139291	"+"	"chrX"	"BCORL1"	129144498	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	2	0	"-21"	-2	-2056	0	"False"	56540	3	0	"0.00605194070679"	0	0	"-"	0	0	"-"	0	1	"-"	0	0	0.00605194070679	"3:0"	"2:0"	0	0	19	19	"2"	"-0.0497962039108619"	"0.951423301092275"	"0.998933159995347"	"0.632"	"0.253"	2	-0.0497962039108619	0.951423301092275	0.998933159995347	0.631	0.235	0	0.00370828182941904
"chr6"	"TJAP1"	43445935	"+"	"chr6"	"TJAP1"	43457636	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	8	0	"-35"	-35	314	0	"False"	47968	4	0	"0.917255404196"	0	0	"-"	0	0	"-"	0	7	"-"	0	10	0.917255404196	"14:0"	"11:0"	0	0	70	70	"2"	"-0.01292384961184"	"0.987159304722381"	"0.999265220668626"	"0.677"	"0.36"	2	-0.01292384961184	0.987159304722381	0.999265220668626	0.669	0.378	0	0.00370828182941904
"chr11"	"HSPB2"	111784526	"+"	"chr11"	"HSPB2-C11orf52"	111796692	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0	"-21"	-291	8	0	"False"	3708	12	0	"0.00598651370092"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.00598651370092	"6:0"	"6:0"	0	0	1	1	"6"	"-1.92506847601381"	"0.145865768207882"	"0.8028354457993"	"0.481"	"0.258"	6	-1.92506847601381	0.145865768207882	0.8028354457993	0.443	0.253	0	0.0160692212608158
"chr5"	"LARP1"	154135753	"+"	"chr5"	"LARP1"	154172181	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"0"	-34193	-1	0	"True"	44289	4	0	"0.167396430686"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.167396430686	"2:0"	"2:0"	0	0	111	111	"2"	"-0.178066505246149"	"0.836886764277717"	"0.984841210093263"	"0.342"	"0.201"	2	-0.178066505246149	0.836886764277717	0.984841210093263	0.358	0.19	0	0.0185414091470952
"chrX"	"USP11"	47099850	"+"	"chrX"	"USP11"	47100026	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	13	0.00494233937397	"-34"	1	40	0	"False"	57551	24	0	"0.0228961085475"	80	0	"0.843070062517"	0	0	"-"	0	0	"-"	1	9	0.331560258947	"59:0"	"53:0"	0	0	250	250	"86"	"-21.441515840722"	"4.87604816341285e-10"	"8.47145897111267e-05"	"0.907170012484054"	"0.649131338850886"	86	-21.441515840722	4.87604816341285e-10	8.47145897111267e-05	0.907170012484054	0.649131338850886	0	0
"chr6"	"ANKS1A"	35010152	"+"	"chr6"	"ANKS1A"	35027929	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0	"-10"	-11790	5	0	"False"	47654	6	0	"0.553655470773"	4	0	"0.267105861258"	0	0	"-"	0	0	"-"	0	0	0.471948925032	"7:0"	"3:0"	0	0	208	208	"5"	"-0.769710445414342"	"0.463147155280189"	"0.944640771477238"	"0.513"	"0.305"	5	-0.769710445414342	0.463147155280189	0.944640771477238	0.5	0.295	0	0.0123609394313968
"chr2"	"GULP1"	189434344	"+"	"chr2"	"GULP1"	189434754	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-26"	262	-1	0	"False"	34813	6	0	"3.50964047697e-05"	3	0	"0.17671263917"	0	0	"-"	0	0	"-"	0	0	0.000103629496114	"6:0"	"4:0"	0	0	20	20	"7"	"-7.32596591843013"	"0.000658223565972854"	"0.0287186459888168"	"0.223"	"0.103"	7	-7.32596591843013	0.000658223565972854	0.0287186459888168	0.205	0.087	0	0.0321384425216316
"chr17"	"AP2B1"	33948383	"+"	"chr17"	"AP2B1"	33953650	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-10"	-3223	10	0	"True"	17566	4	0	"0.0239844217624"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.0239844217624	"1:0"	"3:0"	0	0	145	145	"3"	"-0.764301094348864"	"0.465659269165444"	"0.933745625731337"	"0.344"	"0.204"	3	-0.764301094348864	0.465659269165444	0.933745625731337	0.312	0.179	0	0.0210135970333745
"chr6"	"ANKS1A"	34985800	"+"	"chr6"	"ANKS1A"	34995572	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	7	0.011013215859	"-35"	-36	10322	0	"False"	47647	24	0	"0.651227523394"	5	0	"0.875061432192"	0	0	"-"	0	0	"-"	0	1	0.782196221521	"13:0"	"17:0"	0	0	208	208	"23"	"-15.7178168508269"	"1.49224067654787e-07"	"0.000406830613505572"	"0.454463249996107"	"0.0956308149928401"	23	-15.7178168508269	1.49224067654787e-07	0.000406830613505572	0.454463249996107	0.0956308149928401	0	0.0148331273176761
"chr3"	"AP2M1"	183895392	"+"	"chr3"	"AP2M1"	183898635	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	6	0.00443458980044	"-12"	537	1	0	"False"	38962	14	0	"0.00454737772849"	12	0	"0.288678972456"	0	0	"-"	0	0	"-"	3	2	0.0076310290446	"20:0"	"11:0"	0	0	1165	1165	"21"	"-15.0574123832739"	"2.88834382720165e-07"	"0.000173934132405945"	"0.363000188107761"	"0.0868870280200937"	21	-15.0574123832739	2.88834382720165e-07	0.000173934132405945	0.363000188107761	0.0868870280200937	0	0.0173053152039555
"chr9"	"TRIM32"	119449945	"+"	"chr9"	"TRIM32"	119459972	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-31"	285	28	0	"True"	53643	8	0	"0.319484306756"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.319484306756	"4:0"	"4:0"	0	0	0	0	"4"	"-2.4272979590919"	"0.0882750333746465"	"0.584389309932762"	"0.284"	"0.158"	4	-2.4272979590919	0.0882750333746465	0.584389309932762	0.269	0.157	0	0.0234857849196539
"chr1"	"C1orf228"	45169839	"+"	"chr1"	"C1orf228"	45180740	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0.00913242009132	"-13"	-6	-9054	0	"False"	28792	8	0	"0.77678808786"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.77678808786	"1:0"	"7:0"	0	0	32	32	"3"	"-0.195480176688029"	"0.822439646880287"	"0.985303964202143"	"0.483"	"0.295"	3	-0.195480176688029	0.822439646880287	0.985303964202143	0.485	0.263	0	0.0123609394313968
"chr3"	"PLS1"	142364423	"+"	"chr3"	"PLS1"	142383072	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-28"	-11599	28	0	"True"	38425	4	0	"0.556574217341"	1	0	"0.0681777140242"	0	0	"-"	0	0	"-"	0	0	0.501284789115	"3:0"	"2:0"	0	0	26	26	"2"	"-0.0142356587750929"	"0.9858651891028"	"0.999152831061341"	"0.661"	"0.348"	2	-0.0142356587750929	0.9858651891028	0.999152831061341	0.655	0.362	0	0.00370828182941904
"chr18"	"WDR7"	54358674	"+"	"chr18"	"WDR7"	54358974	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-28"	82	28	0	"False"	18722	14	0	"0.000198081738381"	3	0	"0.00731742521978"	0	0	"-"	0	0	"-"	0	0	2.37489655196e-05	"7:0"	"9:0"	0	0	77	77	"13"	"-9.27144801205715"	"9.40721974936475e-05"	"0.0198106124641745"	"0.354"	"0.137"	13	-9.27144801205715	9.40721974936475e-05	0.0198106124641745	0.372	0.124	0	0.0173053152039555
"chr7"	"BBS9"	33217205	"+"	"chr7"	"BBS9"	33276746	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	3	0	"-33"	2	-20102	0	"False"	50955	11	0	"0.00443166526649"	7	0	"0.619180123893"	0	0	"-"	0	0	"-"	0	4	0.0182564265089	"11:0"	"11:0"	0	0	61	61	"16"	"-17.1917133346916"	"3.4176986296582e-08"	"0.000353940583541391"	"0.291155453127985"	"0.0131776815133656"	16	-17.1917133346916	3.4176986296582e-08	0.000353940583541391	0.291155453127985	0.0131776815133656	0	0.0210135970333745
"chr12"	"CLSTN3"	7294012	"+"	"chr12"	"CLSTN3"	7294680	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	11	0	"-35"	12	-2	0	"False"	6040	73	0	"0.000158926476092"	24	1	"0.0951131106115"	0	0	"-"	0	0	"-"	0	2	9.49272680779e-05	"50:0"	"49:0"	0	0	615	615	"83"	"-46.9382607023081"	"4.12071318100565e-21"	"7.29016456367469e-12"	"0.493367125833854"	"0.0439744614678471"	83	-46.9382607023081	4.12071318100565e-21	7.29016456367469e-12	0.493367125833854	0.0439744614678471	0	0.0123609394313968
"chr3"	"CACNA2D2"	50410527	"-"	"chr3"	"CACNA2D2"	50407813	"-"	"no_fusion-acceptor_local-intrachrom_minus_rev"	2	0	"-30"	31	2	0	"False"	36919	2	0	"0.267105861258"	2	0	"0.088004340357"	0	0	"-"	0	0	"-"	0	0	0.133132187417	"3:0"	"1:0"	0	0	145	145	"2"	"-0.413101840207969"	"0.661594902434435"	"0.938238358155311"	"0.238"	"0.163"	2	-0.413101840207969	0.661594902434435	0.938238358155311	0.225	0.149	0	0.0284301606922126
"chr9"	"SH3GLB2"	131775287	"-"	"chr9"	"SH3GLB2"	131774578	"-"	"no_fusion-acceptor_local-intrachrom_minus_rev"	2	0	"0"	772	1	0	"False"	54065	2	0	"0.0040642691277"	1	0	"0.44884604488"	0	0	"-"	0	0	"-"	1	0	0.0237532174645	"2:0"	"2:0"	0	0	195	195	"2"	"-0.112007958691847"	"0.894037142105929"	"0.99583500372812"	"0.473"	"0.219"	2	-0.112007958691847	0.894037142105929	0.99583500372812	0.5	0.204	0	0.0123609394313968
"chr14"	"GOLGA5"	93302002	"+"	"chr14"	"GOLGA5"	93302611	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	6	0.00442477876106	"-9"	-7	707	0	"False"	9951	7	1	"0.99465652144"	7	0	"0.619180123893"	0	0	"-"	0	0	"-"	0	0	0.994582882035	"7:0"	"8:0"	0	0	27	27	"3"	"-0.361843506922834"	"0.696391339738542"	"0.931182164223084"	"0.341"	"0.25"	3	-0.361843506922834	0.696391339738542	0.931182164223084	0.311	0.226	0	0.0210135970333745
"chr17"	"SPATA20"	48625285	"+"	"chr17"	"SPATA20"	48625643	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-30"	157	-1	0	"False"	18550	5	0	"0.452388556123"	0	0	"-"	0	0	"-"	0	1	"-"	1	0	0.452388556123	"6:0"	"2:0"	0	0	31	31	"3"	"-0.308435958320852"	"0.73459499538979"	"0.986126347811537"	"0.489"	"0.261"	3	-0.308435958320852	0.73459499538979	0.986126347811537	0.491	0.232	0	0.0123609394313968
"chr18"	"WDR7"	54504640	"+"	"chr18"	"WDR7"	54528642	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-33"	21265	-18533	0	"True"	18731	14	1	"0.374264553652"	10	0	"0.452388556123"	0	0	"-"	0	1	"-"	2	1	0.401418783661	"17:0"	"13:0"	0	0	77	77	"23"	"-17.2791832964962"	"3.13145404392405e-08"	"2.27206343195883e-05"	"0.291400611776336"	"0.0615104207136425"	23	-17.2791832964962	3.13145404392405e-08	2.27206343195883e-05	0.291400611776336	0.0615104207136425	0	0.0210135970333745
"chr3"	"KLHL24"	183353535	"+"	"chr3"	"KLHL24"	183368083	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"0"	-46	-1	0	"True"	38894	7	0	"0.0066545085672"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.0066545085672	"5:0"	"2:0"	0	0	32	32	"3"	"-2.2325747426278"	"0.107251928216414"	"0.715064517385175"	"0.252"	"0.125"	3	-2.2325747426278	0.107251928216414	0.715064517385175	0.227	0.123	0	0.0271940667490729
"chr9"	"NANS"	100823278	"+"	"chr9"	"NANS"	100823394	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	3	0	"0"	-1	330	0	"True"	53379	8	0	"0.997898558847"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.997898558847	"5:0"	"3:0"	0	0	21	21	"2"	"-0.0416699571414857"	"0.959186300925576"	"0.998901961349932"	"0.631"	"0.257"	2	-0.0416699571414857	0.959186300925576	0.998901961349932	0.629	0.252	0	0.00370828182941904
"chr5"	"ARHGEF37"	148931660	"+"	"chr5"	"ARHGEF37"	148977321	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-26"	-29527	-1	0	"False"	44172	6	0	"0.000617733191782"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.000617733191782	"5:0"	"1:0"	0	0	59	59	"5"	"-2.46417612840355"	"0.0850789076007899"	"0.475854736774138"	"0.307"	"0.193"	5	-2.46417612840355	0.0850789076007899	0.475854736774138	0.298	0.193	0	0.0210135970333745
"chr19"	"ZNF780B"	40539610	"-"	"chr19"	"ZNF780B"	40539223	"-"	"no_fusion-niether_local-intrachrom_minus_rev"	2	0	"-9"	5443	-3310	0	"False"	21770	23	0	"0.00653781400221"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.00653781400221	"12:0"	"11:0"	0	0	67	67	"21"	"-21.2197519887582"	"6.08665665218231e-10"	"0.000582352179516551"	"0.436511655414384"	"0.009841962509568"	21	-21.2197519887582	6.08665665218231e-10	0.000582352179516551	0.436511655414384	0.009841962509568	0	0.0160692212608158
"chr12"	"TMEM5"	64215961	"+"	"chr12"	"TMEM5"	64216031	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"0"	13074	13576	0	"True"	5590	4	0	"0.000822128636059"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.000822128636059	"1:0"	"3:0"	0	0	10	10	"2"	"-0.409579478355214"	"0.663929388118737"	"0.966583801125719"	"0.265"	"0.163"	2	-0.409579478355214	0.663929388118737	0.966583801125719	0.272	0.149	0	0.0234857849196539
"chr6"	"BEND6"	56882164	"+"	"chr6"	"KIAA1586"	56912131	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0.00454545454545	"-32"	-33	20	0	"False"	45406	5	0	"0.554689133093"	13	0	"0.101804814708"	0	0	"-"	0	0	"-"	0	0	0.21776863569	"9:0"	"9:0"	0	0	27	42	"11"	"-3.12066061102719"	"0.044128007340431"	"0.36889353342762"	"0.548"	"0.358"	11	-3.12066061102719	0.044128007340431	0.36889353342762	0.51	0.353	0	0.0123609394313968
"chr17"	"PAFAH1B1"	2517121	"+"	"chr17"	"PAFAH1B1"	2541391	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	6	0.00265957446809	"-34"	19821	-2	0	"False"	17191	30	0	"0.910648120017"	0	0	"-"	0	0	"-"	0	5	"-"	0	0	0.910648120017	"16:0"	"23:0"	0	0	173	173	"23"	"-7.7845947511194"	"0.000416095918435192"	"0.111096500629198"	"0.767679103699563"	"0.455808890201405"	23	-7.7845947511194	0.000416095918435192	0.111096500629198	0.767679103699563	0.455808890201405	0	0.00247218788627936
"chr4"	"CTBP1-AS1"	1243491	"+"	"chr4"	"CTBP1-AS1"	1243932	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	6	0	"-33"	231	33	0	"True"	41358	13	0	"0.99906893124"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.99906893124	"10:0"	"3:0"	0	0	0	0	"4"	"-0.343111386361638"	"0.709559171943793"	"0.953104966548439"	"0.452"	"0.314"	4	-0.343111386361638	0.709559171943793	0.953104966548439	0.445	0.301	0	0.0148331273176761
"chr2"	"SEMA4F"	74907107	"+"	"chr2"	"SEMA4F"	74907118	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	7	0.00394477317554	"-14"	646	392	0	"False"	33150	18	0	"0.756282303533"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.756282303533	"8:0"	"10:0"	0	0	31	31	"12"	"-7.13547580399328"	"0.000796346787748142"	"0.066568115124266"	"0.405"	"0.192"	12	-7.13547580399328	0.000796346787748142	0.066568115124266	0.42	0.184	0	0.0160692212608158
"chr1"	"PTPRU"	29650294	"+"	"chr1"	"PTPRU"	29651664	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	5	0.00529100529101	"-10"	-6	-39	0	"False"	28013	21	0	"0.0470902783736"	20	0	"0.553119456132"	0	0	"-"	0	0	"-"	0	2	0.104966706757	"28:0"	"15:0"	0	0	717	717	"34"	"-37.54475280679"	"4.94904077071809e-17"	"9.31826548962579e-07"	"0.333656462696732"	"0.000385425378720318"	34	-37.54475280679	4.94904077071809e-17	9.31826548962579e-07	0.333656462696732	0.000385425378720318	0	0.0185414091470952
"chr10"	"KIAA1217"	24833097	"+"	"chr10"	"KIAA1217"	24833908	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	9	0.0614525139665	"-36"	-313	-2	0	"False"	1966	21	0	"0.997620945063"	12	0	"0.973044036865"	0	0	"-"	0	0	"-"	0	0	0.999844835852	"17:0"	"16:0"	0	0	61	61	"21"	"-10.1157922299085"	"4.04359130935849e-05"	"0.00625211282201656"	"0.584971568796653"	"0.280751875208766"	21	-10.1157922299085	4.04359130935849e-05	0.00625211282201656	0.584971568796653	0.280751875208766	0	0.00370828182941904
"chr2"	"DFNB59"	179319187	"+"	"chr2"	"DFNB59"	179319737	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-10"	-67	678	0	"False"	34671	10	0	"0.135332942806"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.135332942806	"7:0"	"3:0"	0	0	13	13	"7"	"-2.01313183819891"	"0.13356970024177"	"0.67964802967055"	"0.472"	"0.293"	7	-2.01313183819891	0.13356970024177	0.67964802967055	0.449	0.281	0	0.0148331273176761
"chrX"	"MAMLD1"	149531153	"+"	"chrX"	"MAMLD1"	149613719	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"0"	-644	-1	0	"True"	56775	0	0	"-"	4	0	"0.567083051673"	0	0	"-"	0	0	"-"	0	0	0.567083051673	"2:0"	"2:0"	0	0	8	8	"2"	"-0.0849219928439696"	"0.918583937727242"	"0.995245678605333"	"0.462"	"0.224"	2	-0.0849219928439696	0.918583937727242	0.995245678605333	0.482	0.214	0	0.0123609394313968
"chr3"	"CAPN7"	15248093	"+"	"chr3"	"CAPN7"	15252307	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-10"	-11	-1304	0	"False"	38588	6	0	"0.370495437798"	0	0	"-"	0	0	"-"	0	1	"-"	0	0	0.370495437798	"3:0"	"4:0"	0	0	52	52	"4"	"-3.95927619636709"	"0.0190769172376991"	"0.411415082429269"	"0.243"	"0.113"	4	-3.95927619636709	0.0190769172376991	0.411415082429269	0.236	0.112	0	0.0271940667490729
"chr7"	"LOC401321"	32798909	"+"	"chr7"	"LOC401321"	32801116	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-10"	-3627	3218	0	"False"	50936	13	0	"0.55418782814"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.55418782814	"5:0"	"8:0"	0	0	0	0	"8"	"-10.4592506153095"	"2.8681718755662e-05"	"0.0153744033342096"	"0.22"	"0.062"	8	-10.4592506153095	2.8681718755662e-05	0.0153744033342096	0.21	0.05	0	0.030902348578492
"chr7"	"RBM33"	155435655	"+"	"chr7"	"RBM33"	155436162	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-10"	-1958	-1041	0	"False"	50528	5	0	"0.136226817692"	0	0	"-"	0	0	"-"	0	2	"-"	0	0	0.136226817692	"7:0"	"0"	0	0	0	0	"3"	"-1.10657091997754"	"0.330690984915752"	"0.856128845918452"	"0.31"	"0.177"	3	-1.10657091997754	0.330690984915752	0.856128845918452	0.271	0.161	0	0.0234857849196539
"chr4"	"HADH"	108949196	"+"	"chr4"	"HADH"	108954330	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	5	0.00348432055749	"-28"	280	-2	0	"False"	41132	5	0	"0.65564364984"	3	0	"0.47924566956"	0	0	"-"	0	0	"-"	0	1	0.684418184237	"6:0"	"3:0"	0	0	40	40	"3"	"-0.324664612093745"	"0.722769721219727"	"0.984677720031812"	"0.478"	"0.255"	3	-0.324664612093745	0.722769721219727	0.984677720031812	0.476	0.229	0	0.0123609394313968
"chr21"	"PCNT"	47842535	"+"	"chr21"	"PCNT"	47845745	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	3	0	"-32"	497	0	0	"False"	31282	9	0	"0.765339598808"	17	0	"0.513570088195"	0	0	"-"	0	0	"-"	0	4	0.735972498257	"15:0"	"15:0"	0	0	139	139	"23"	"-11.6912293632461"	"8.36688116772872e-06"	"0.0645937506715414"	"0.741986276302161"	"0.24199918606939"	23	-11.6912293632461	8.36688116772872e-06	0.0645937506715414	0.741986276302161	0.24199918606939	0	0.00247218788627936
"chr7"	"ZDHHC4"	6618372	"+"	"chr7"	"ZDHHC4"	6620192	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	7	0.00266666666667	"-12"	21	6	0	"False"	48461	8	0	"0.147115245461"	7	0	"0.734477209935"	0	0	"-"	0	0	"-"	2	0	0.387188840602	"11:0"	"6:0"	0	0	21	21	"3"	"-0.45057948739565"	"0.637258761183686"	"0.895033546126829"	"0.323"	"0.233"	3	-0.45057948739565	0.637258761183686	0.895033546126829	0.283	0.206	0	0.0222496909765142
"chr5"	"SNX24"	122316680	"+"	"chr5"	"SNX24"	122335608	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-22"	-19021	1	0	"False"	43392	2	0	"0.0040642691277"	0	0	"-"	0	0	"-"	0	3	"-"	1	0	0.0040642691277	"6:0"	"1:0"	0	0	6	6	"2"	"-0.970342789462957"	"0.37895311470181"	"0.891715626628306"	"0.219"	"0.126"	2	-0.970342789462957	0.37895311470181	0.891715626628306	0.204	0.122	0	0.0321384425216316
"chr11"	"CD81"	2407001	"+"	"chr11"	"CD81"	2411641	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	11	0.00330578512397	"-35"	-4755	-1	0	"False"	4611	37	0	"0.149578735605"	18	0	"0.765339598808"	0	0	"-"	0	0	"-"	2	1	0.283387935572	"34:0"	"24:0"	0	0	209	209	"43"	"-24.1065023504969"	"3.39374378176497e-11"	"1.6115431332591e-05"	"0.593314950830163"	"0.114119283399363"	43	-24.1065023504969	3.39374378176497e-11	1.6115431332591e-05	0.593314950830163	0.114119283399363	0	0.00370828182941904
